keyword,normalized_query,search_intent,cluster,subcluster,country,city,audience,course,problem,funnel_stage,estimated_demand,competition_evidence,opportunity_score,ai_search_potential,existing_target_url,recommended_target_url,cannibalization_risk,content_type,action,evidence_source,confidence
arabic months in order,arabic months in order,informational,islamic-calendar,reference,Canada,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:74.5,29.4,MEDIUM,/blog/islamic-months-names-in-order,/blog/islamic-months-names-in-order,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
arabic months name,arabic months name,informational,islamic-calendar,reference,New Zealand,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:78.5,29.4,LOW,/blog/islamic-months-names-in-order,/blog/islamic-months-names-in-order,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
bism allah,bism allah,informational,islamic-general,reference,France,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:40,29.4,LOW,/blog/bismillah-meaning-in-english,/blog/bismillah-meaning-in-english,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
dream interpretation in islam,dream interpretation in islam,informational,islamic-general,reference,France,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:60,29.4,MEDIUM,/blog/islamic-dream-interpretation.html,/blog/islamic-dream-interpretation.html,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
dua when entering the home,dua when entering the home,informational,duas-supplications,guide,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:68,29.4,MEDIUM,/blog/dua-entering-leaving-home,/blog/dua-entering-leaving-home,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
islamic calendar months in order,islamic calendar months in order,informational,islamic-calendar,reference,Canada,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:87.5,29.4,MEDIUM,/blog/islamic-months-names-in-order,/blog/islamic-months-names-in-order,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
islamic calendar months name,islamic calendar months name,informational,islamic-calendar,reference,Australia,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:78.5,29.4,MEDIUM,/blog/islamic-months-names-in-order,/blog/islamic-months-names-in-order,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
labaik,labaik,informational,islamic-terms,definition,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:37.5,29.4,LOW,/blog/labbaik-allahumma-labbaik,/blog/labbaik-allahumma-labbaik,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
99 allah names in arabic,99 allah names in arabic,informational,99-names,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:4,GSC_AVG_POSITION:63.2,29.1,MEDIUM,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
al kursi english,al kursi english,informational,quran-surahs,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:4,GSC_AVG_POSITION:46,29.1,LOW,/blog/ayatul-kursi-arabic-english-benefits,/blog/ayatul-kursi-arabic-english-benefits,MEDIUM,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
dua for istighfar,dua for istighfar,informational,duas-supplications,guide,UAE,,none,none,none,top,GSC_IMPRESSIONS_68D:4,GSC_AVG_POSITION:35.2,29.1,LOW,/blog/dua-for-forgiveness-istighfar,/blog/dua-for-forgiveness-istighfar,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
define alhamdulillah,define alhamdulillah,informational,islamic-terms,definition,Belgium,,none,none,none,top,GSC_IMPRESSIONS_68D:8,GSC_AVG_POSITION:77.2,29.0,LOW,/blog/alhamdulillah-meaning-in-english,/blog/alhamdulillah-meaning-in-english,MEDIUM,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
100 names for allah,100 names for allah,informational,99-names,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:3,GSC_AVG_POSITION:72,28.7,MEDIUM,/blog/99-names-of-allah-asmaul-husna.html,/blog/99-names-of-allah-asmaul-husna.html,MEDIUM,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
99 names of allah meanings and benefits,99 names of allah meanings and benefits,informational,99-names,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:3,GSC_AVG_POSITION:88.7,28.7,MEDIUM,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,MEDIUM,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
alhamdulillah pronunciation,alhamdulillah pronunciation,informational,islamic-terms,definition,Spain,,none,none,none,top,GSC_IMPRESSIONS_68D:3,GSC_AVG_POSITION:62.3,28.7,LOW,/blog/alhamdulillah-meaning-in-english.html,/blog/alhamdulillah-meaning-in-english.html,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
duae istikhara,duae istikhara,informational,unclustered,unknown,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:3,GSC_AVG_POSITION:35.3,28.7,LOW,/blog/dua-e-istikhara,/blog/dua-e-istikhara,LOW,unknown,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
durood shareef english,durood shareef english,informational,duas-supplications,guide,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:3,GSC_AVG_POSITION:46.7,28.7,LOW,/blog/darood-sharif,/blog/darood-sharif,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
insha allah,insha allah,informational,islamic-terms,definition,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:7,GSC_AVG_POSITION:46.1,28.7,LOW,/blog/inshallah-meaning-in-english,/blog/inshallah-meaning-in-english,LOW,definition,CONTENT REFRESH,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
insha allah in arabic,insha allah in arabic,informational,islamic-terms,definition,India,,none,none,none,top,GSC_IMPRESSIONS_68D:3,GSC_AVG_POSITION:45,28.7,MEDIUM,/blog/inshallah-meaning-in-english,/blog/inshallah-meaning-in-english,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
inshallah in a sentence,inshallah in a sentence,informational,islamic-terms,definition,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:3,GSC_AVG_POSITION:64.3,28.7,MEDIUM,/blog/inshallah-meaning-in-english,/blog/inshallah-meaning-in-english,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
islam 99 names of allah,islam 99 names of allah,informational,99-names,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:3,GSC_AVG_POSITION:74,28.7,MEDIUM,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,MEDIUM,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
20 names of allah,20 names of allah,informational,99-names,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:56,28.6,MEDIUM,/blog/99-names-of-allah-asmaul-husna.html,/blog/99-names-of-allah-asmaul-husna.html,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
99 names in arabic,99 names in arabic,informational,99-names,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:53,28.6,MEDIUM,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
99 names of allah arabic and english,99 names of allah arabic and english,informational,99-names,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:59,28.6,MEDIUM,/blog/99-names-of-allah-asmaul-husna.html,/blog/99-names-of-allah-asmaul-husna.html,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
alhamdulillah betyder,alhamdulillah betyder,informational,islamic-terms,definition,Sweden,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:87,28.6,LOW,/blog/alhamdulillah-meaning-in-english.html,/blog/alhamdulillah-meaning-in-english.html,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
all allah 99 names,all allah 99 names,informational,99-names,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:53,28.6,MEDIUM,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
allah tala 99 names,allah tala 99 names,informational,99-names,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:53,28.6,MEDIUM,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
allahuakbar,allahuakbar,informational,islamic-terms,definition,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:37,28.6,LOW,/blog/allahu-akbar-meaning-in-english,/blog/allahu-akbar-meaning-in-english,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
asma ul husna in quran,asma ul husna in quran,informational,99-names,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:60,28.6,MEDIUM,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
at tahiyat,at tahiyat,informational,salah-prayer,guide,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:41,28.6,LOW,/blog/attahiyat-full-arabic-english-tashahhud,/blog/attahiyat-full-arabic-english-tashahhud,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
benefit of surah al mulk,benefit of surah al mulk,informational,quran-surahs,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:95,28.6,MEDIUM,/blog/surah-mulk-benefits,/blog/surah-mulk-benefits,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
benefit of surah waqiah,benefit of surah waqiah,informational,quran-surahs,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:80,28.6,MEDIUM,/blog/surah-waqiah-benefits,/blog/surah-waqiah-benefits,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
benefits of surah rahman,benefits of surah rahman,informational,quran-surahs,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:89,28.6,MEDIUM,/blog/surah-rahman-benefits,/blog/surah-rahman-benefits,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
benefits of surah waqia,benefits of surah waqia,informational,quran-surahs,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:80,28.6,MEDIUM,/blog/surah-waqiah-benefits,/blog/surah-waqiah-benefits,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
bismillah traduttore,bismillah traduttore,informational,islamic-terms,definition,Italy,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:60,28.6,LOW,/blog/bismillah-meaning-in-english,/blog/bismillah-meaning-in-english,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
dua for a ill person,dua for a ill person,informational,duas-supplications,guide,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:66,28.6,MEDIUM,/blog/dua-for-sick-person-arabic-english,/blog/dua-for-sick-person-arabic-english,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
dua for provision,dua for provision,informational,duas-supplications,guide,Philippines,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:26,28.6,LOW,/blog/dua-for-rizq-arabic-english,/blog/dua-for-rizq-arabic-english,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
dua for stress and overthinking,dua for stress and overthinking,informational,duas-supplications,guide,Pakistan,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:41,28.6,MEDIUM,/blog/dua-for-anxiety-stress-depression,/blog/dua-for-anxiety-stress-depression,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
dua qunoot arabic and english,dua qunoot arabic and english,informational,duas-supplications,guide,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:72,28.6,MEDIUM,/blog/dua-e-qunoot-arabic-english,/blog/dua-e-qunoot-arabic-english,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
duas for travelling on plane,duas for travelling on plane,informational,duas-supplications,guide,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:61,28.6,MEDIUM,/blog/safar-ki-dua-travel-dua-arabic-english,/blog/safar-ki-dua-travel-dua-arabic-english,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
hadith 99 names of allah,hadith 99 names of allah,informational,99-names,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:59,28.6,MEDIUM,/blog/99-names-of-allah-asmaul-husna.html,/blog/99-names-of-allah-asmaul-husna.html,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
insha allah in urdu,insha allah in urdu,informational,islamic-terms,definition,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:51,28.6,MEDIUM,/blog/inshallah-meaning-in-english,/blog/inshallah-meaning-in-english,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
inshallah english,inshallah english,informational,islamic-terms,definition,Germany,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:46,28.6,LOW,/blog/inshallah-meaning-in-english,/blog/inshallah-meaning-in-english,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
islamic 99 names of allah,islamic 99 names of allah,informational,99-names,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:60,28.6,MEDIUM,/blog/99-names-of-allah-asmaul-husna.html,/blog/99-names-of-allah-asmaul-husna.html,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
islamic calendar name of months,islamic calendar name of months,informational,islamic-calendar,reference,Australia,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:76,28.6,MEDIUM,/blog/islamic-months-names-in-order,/blog/islamic-months-names-in-order,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
islamic dream and interpretation,islamic dream and interpretation,informational,islamic-general,reference,Canada,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:80,28.6,MEDIUM,/blog/islamic-dream-interpretation.html,/blog/islamic-dream-interpretation.html,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
islamic months in arabic,islamic months in arabic,informational,islamic-calendar,reference,Canada,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:80,28.6,MEDIUM,/blog/islamic-months-names-in-order,/blog/islamic-months-names-in-order,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
islamic months name in arabic,islamic months name in arabic,informational,islamic-calendar,reference,Canada,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:75,28.6,MEDIUM,/blog/islamic-months-names-in-order,/blog/islamic-months-names-in-order,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
labaik allah,labaik allah,informational,islamic-terms,definition,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:37,28.6,LOW,/blog/labbaik-allahumma-labbaik,/blog/labbaik-allahumma-labbaik,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
labaik allahuma labaik,labaik allahuma labaik,informational,islamic-terms,definition,Australia,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:43,28.6,LOW,/blog/labbaik-allahumma-labbaik,/blog/labbaik-allahumma-labbaik,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
labbaik in arabic,labbaik in arabic,informational,islamic-terms,definition,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:29,28.6,LOW,/blog/labbaik-allahumma-labbaik,/blog/labbaik-allahumma-labbaik,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
masha allah meaning in english,masha allah meaning in english,informational,islamic-terms,definition,Pakistan,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:63,28.6,HIGH,/blog/mashallah-meaning.html,/blog/mashallah-meaning.html,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
months in arabic calendar,months in arabic calendar,informational,islamic-general,reference,Canada,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:72,28.6,MEDIUM,/blog/islamic-months-names-in-order,/blog/islamic-months-names-in-order,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
muslim phrases,muslim phrases,informational,islamic-general,reference,Ireland,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:77,28.6,LOW,/blog/islamic-phrases-meaning,/blog/islamic-phrases-meaning,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
night prayer tahajjud,night prayer tahajjud,informational,salah-prayer,guide,Netherlands,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:61,28.6,LOW,/blog/tahajjud-prayer,/blog/tahajjud-prayer,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
other names of allah,other names of allah,informational,99-names,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:54,28.6,MEDIUM,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
quran teaching online,quran teaching online,informational,islamic-general,reference,New Zealand,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:88,28.6,LOW,/locations/online-quran-classes-new-zealand,/locations/online-quran-classes-new-zealand,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
signs of qiyamah in quran and hadith,signs of qiyamah in quran and hadith,informational,islamic-terms,definition,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:56,28.6,MEDIUM,/blog/signs-of-qiyamah,/blog/signs-of-qiyamah,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
surah al ikhlas benefits,surah al ikhlas benefits,informational,quran-surahs,reference,India,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:43,28.6,MEDIUM,/blog/surah-ikhlas-benefits,/blog/surah-ikhlas-benefits,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
what are the 12 islamic months,what are the 12 islamic months,informational,islamic-calendar,reference,Saudi Arabia,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:70,28.6,HIGH,/blog/islamic-months-names-in-order,/blog/islamic-months-names-in-order,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
what is meaning of inshallah,what is meaning of inshallah,informational,islamic-terms,definition,Nigeria,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:86,28.6,HIGH,/blog/inshallah-meaning-in-english,/blog/inshallah-meaning-in-english,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
what is the meaning of bismillah,what is the meaning of bismillah,informational,islamic-terms,definition,India,,none,none,none,top,GSC_IMPRESSIONS_68D:1,GSC_AVG_POSITION:65,28.6,HIGH,/blog/bismillah-meaning-in-english,/blog/bismillah-meaning-in-english,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
islam and dreams interpretation,islam and dreams interpretation,informational,islamic-general,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:6,GSC_AVG_POSITION:87.2,28.4,MEDIUM,/blog/islamic-dream-interpretation.html,/blog/islamic-dream-interpretation.html,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
surah al-waqiah benefits,surah al-waqiah benefits,informational,quran-surahs,reference,Australia,,none,none,none,top,GSC_IMPRESSIONS_68D:6,GSC_AVG_POSITION:85.8,28.4,LOW,/blog/surah-waqiah-benefits,/blog/surah-waqiah-benefits,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
99 of allah,99 of allah,informational,99-names,reference,Canada,,none,none,none,top,GSC_IMPRESSIONS_68D:5,GSC_AVG_POSITION:55.6,28.1,LOW,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
inshallah spelling,inshallah spelling,informational,islamic-terms,definition,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:5,GSC_AVG_POSITION:46,28.1,LOW,/blog/inshallah-meaning-in-english,/blog/inshallah-meaning-in-english,LOW,definition,CONTENT REFRESH,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
islamic calendar months,islamic calendar months,informational,islamic-calendar,reference,Spain,,none,none,none,top,GSC_IMPRESSIONS_68D:5,GSC_AVG_POSITION:90.6,28.1,LOW,/blog/islamic-months-names-in-order,/blog/islamic-months-names-in-order,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
subhanallah,subhanallah,informational,islamic-terms,definition,Australia,,none,none,none,top,GSC_IMPRESSIONS_68D:5,GSC_AVG_POSITION:51.2,28.1,LOW,/blog/subhanallah-meaning,/blog/subhanallah-meaning,LOW,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,MEDIUM
99 names of allah swt,99 names of allah swt,informational,99-names,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:62.5,28.0,MEDIUM,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
alhamdulillah define,alhamdulillah define,informational,islamic-terms,definition,Australia,,none,none,none,top,GSC_IMPRESSIONS_68D:10,GSC_AVG_POSITION:76.5,28.0,LOW,/blog/alhamdulillah-meaning-in-english,/blog/alhamdulillah-meaning-in-english,MEDIUM,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,HIGH
all 99 names of allah,all 99 names of allah,informational,99-names,reference,United States,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:90,28.0,MEDIUM,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
allah 99 names and meanings with benefits,allah 99 names and meanings with benefits,informational,99-names,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:84.5,28.0,MEDIUM,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,MEDIUM,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
arabic 99 names of allah,arabic 99 names of allah,informational,99-names,reference,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:70,28.0,MEDIUM,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,MEDIUM,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
asmaul husna 99 names of allah,asmaul husna 99 names of allah,informational,99-names,reference,Bangladesh,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:40.5,28.0,MEDIUM,/blog/99-names-of-allah-asmaul-husna,/blog/99-names-of-allah-asmaul-husna,LOW,reference,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
correct spelling of alhamdulillah,correct spelling of alhamdulillah,informational,islamic-terms,definition,Pakistan,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:43,28.0,MEDIUM,/blog/alhamdulillah-meaning-in-english,/blog/alhamdulillah-meaning-in-english,MEDIUM,definition,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
dua for calmness,dua for calmness,informational,duas-supplications,guide,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:40.5,28.0,LOW,/blog/dua-for-anxiety-stress-depression,/blog/dua-for-anxiety-stress-depression,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
dua for depression,dua for depression,informational,duas-supplications,guide,United Kingdom,,none,none,none,top,GSC_IMPRESSIONS_68D:2,GSC_AVG_POSITION:46.5,28.0,LOW,/blog/dua-for-anxiety-stress-depression,/blog/dua-for-anxiety-stress-depression,LOW,guide,MONITOR,GSC_SEARCH_ANALYTICS_2026-06-02_TO_2026-08-08,LOW
